Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Source_Station,Log_Date,Hour_Of_Day,Total_Time_Hours,Availability (%),Is_High_CPU,Is_High_Memory,Is_High_Disk_IO,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone
Station1_LOG02206,SRV007,CL-9,2025-08-03 12:55:00,31.83,87.45,13.88,29.65,17.73,186.61,6.53,Station1,2025-08-03,12,193.14000000000001,96.61903282592938,False,True,False,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02207,SRV100,CL-2,2025-08-03 11:32:00,16.36,44.24,19.42,25.48,8.88,794.53,0.04,Station1,2025-08-03,11,794.5699999999999,99.99496583057504,False,False,False,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02208,SRV091,CL-2,2025-08-03 04:34:00,53.12,84.51,44.6,4.06,20.73,469.83,0.73,Station1,2025-08-03,4,470.56,99.84486569194151,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02209,SRV043,CL-8,2025-08-03 13:52:00,41.13,81.04,25.83,11.55,22.31,608.31,6.55,Station1,2025-08-03,13,614.8599999999999,98.93471684611131,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02210,SRV074,CL-3,2025-08-03 09:33:00,75.74,32.35,77.1,3.33,13.33,349.82,4.1,Station1,2025-08-03,9,353.92,98.84154611211574,False,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02211,SRV034,CL-6,2025-08-03 15:23:00,11.28,72.04,69.19,12.36,1.16,300.19,6.58,Station1,2025-08-03,15,306.77,97.85507057404571,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02212,SRV097,CL-3,2025-08-03 05:09:00,25.92,59.525000000000006,18.3,15.46,11.57,712.25,0.33,Station1,2025-08-03,5,712.58,99.95368941031182,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02213,SRV007,CL-9,2025-08-03 19:22:00,70.29,64.78,58.86,7.8,11.71,432.74,4.71,Station1,2025-08-03,19,437.45,98.92330552063093,False,False,False,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02214,SRV074,CL-3,2025-08-03 06:03:00,83.05,74.18,29.85,7.12,10.35,321.82,9.4,Station1,2025-08-03,6,331.21999999999997,97.16200712517362,False,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02215,SRV027,CL-7,2025-08-03 08:30:00,17.62,84.5,26.08,2.88,23.37,209.98,2.73,Station1,2025-08-03,8,212.70999999999998,98.71656245592591,False,False,False,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02216,SRV070,CL-1,2025-08-03 08:26:00,55.6,84.87,39.07,21.78,4.0,469.09,2.9,Station1,2025-08-03,8,471.98999999999995,99.3855802029704,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02217,SRV078,CL-1,2025-08-03 08:06:00,73.15,79.03,44.96,10.02,7.24,802.38,3.63,Station1,2025-08-03,8,806.01,99.54963337923847,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02218,SRV013,CL-2,2025-08-03 23:39:00,74.76,63.92,69.58,29.16,12.97,544.71,5.56,Station1,2025-08-03,23,550.27,98.98958693005252,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02219,SRV027,CL-7,2025-08-03 03:59:00,62.29,61.13,20.97,20.73,23.84,935.79,7.97,Station1,2025-08-03,3,943.76,99.15550563702637,False,False,False,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02220,SRV043,CL-8,2025-08-03 19:54:00,69.07,39.88,58.75,24.94,14.57,192.02,3.18,Station1,2025-08-03,19,195.20000000000002,98.37090163934425,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02221,SRV074,CL-3,2025-08-03 05:09:00,62.62,80.94,76.39,17.61,9.54,958.33,9.3,Station1,2025-08-03,5,967.63,99.03888883147485,False,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02222,SRV033,CL-9,2025-08-03 02:54:00,35.77,76.29,38.12,14.83,1.19,154.14,9.49,Station1,2025-08-03,2,163.63,94.20033001283382,False,False,False,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02223,SRV006,CL-4,2025-08-03 19:33:00,71.49,64.24,18.9,10.58,24.65,380.64,2.54,Station1,2025-08-03,19,383.18,99.33712615480974,False,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02224,SRV085,CL-3,2025-08-03 01:43:00,37.63,50.91,8.62,24.1,5.84,640.39,5.92,Station1,2025-08-03,1,646.31,99.0840308830128,False,False,False,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02225,SRV024,CL-6,2025-08-03 19:39:00,80.33,35.28,8.14,6.3,12.71,510.04,8.07,Station1,2025-08-03,19,518.11,98.44241570322905,False,False,False,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02226,SRV001,CL-8,2025-08-03 06:41:00,82.03,70.43,14.33,10.44,8.7,125.94,9.98,Station1,2025-08-03,6,135.92,92.65744555620954,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02227,SRV033,CL-9,2025-08-03 05:13:00,54.61,82.86,36.52,14.37,1.04,607.76,2.25,Station1,2025-08-03,5,610.01,99.63115358764611,False,False,False,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02228,SRV051,CL-6,2025-08-03 06:56:00,70.41,27.86,18.75,28.51,8.7,936.33,5.71,Station1,2025-08-03,6,942.0400000000001,99.39386862553606,False,False,False,host-051,10.0.0.182,Windows,New York,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02229,SRV018,CL-9,2025-08-03 18:45:00,48.63,69.28,69.62,3.21,13.45,692.62,6.47,Station1,2025-08-03,18,699.09,99.07451115020956,False,False,False,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02230,SRV051,CL-6,2025-08-03 07:37:00,11.51,89.3,35.36,12.6,1.09,897.54,4.91,Station1,2025-08-03,7,902.4499999999999,99.45592553604078,False,True,False,host-051,10.0.0.182,Windows,New York,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02231,SRV093,CL-5,2025-08-03 02:13:00,73.41,48.1,36.45,17.27,14.07,964.87,6.13,Station1,2025-08-03,2,971.0,99.36869207003089,False,False,False,host-093,10.0.220.152,Linux,Mumbai,Charlie,CL-5,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02232,SRV029,CL-2,2025-08-03 13:46:00,87.66,58.07,7.26,17.35,7.78,547.17,1.92,Station1,2025-08-03,13,549.0899999999999,99.65033054690488,True,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02233,SRV100,CL-2,2025-08-03 13:14:00,13.15,60.69,53.77,1.72,5.91,836.21,0.97,Station1,2025-08-03,13,837.1800000000001,99.88413483360806,False,False,False,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02234,SRV076,CL-3,2025-08-03 06:49:00,18.81,29.78,69.4,29.78,22.51,179.21,9.58,Station1,2025-08-03,6,188.79000000000002,94.92557868531172,False,False,False,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02235,SRV100,CL-2,2025-08-03 08:41:00,18.79,28.71,55.4,6.68,9.72,652.82,8.67,Station1,2025-08-03,8,661.49,98.68932258991066,False,False,False,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02236,SRV075,CL-8,2025-08-03 18:22:00,76.35,41.94,59.23,17.65,10.88,150.09,7.51,Station1,2025-08-03,18,157.6,95.23477157360406,False,False,False,host-075,10.0.30.202,Linux,Mumbai,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02237,SRV094,CL-8,2025-08-03 19:04:00,28.34,34.46,78.49,8.89,12.89,431.71,8.15,Station1,2025-08-03,19,439.85999999999996,98.14713772563998,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02238,SRV023,CL-1,2025-08-03 04:49:00,54.52,50.7,65.39,11.01,13.95,393.13,0.43,Station1,2025-08-03,4,393.56,99.89074092895619,False,False,False,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02239,SRV034,CL-6,2025-08-03 13:51:00,31.04,31.33,31.51,25.7,16.62,766.18,7.26,Station1,2025-08-03,13,773.4399999999999,99.0613363673976,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02240,SRV052,CL-4,2025-08-03 15:47:00,19.69,39.41,42.19,0.91,16.61,938.09,0.74,Station1,2025-08-03,15,938.83,99.92117848811819,False,False,False,host-052,10.0.9.241,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02241,SRV023,CL-1,2025-08-03 23:44:00,13.56,32.57,5.75,4.12,23.18,160.31,5.73,Station1,2025-08-03,23,166.04,96.5490243314864,False,False,False,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02242,SRV087,CL-3,2025-08-03 13:25:00,25.23,47.74,36.9,19.62,3.71,722.74,2.01,Station1,2025-08-03,13,724.75,99.72266298723697,False,False,False,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02243,SRV091,CL-2,2025-08-03 18:51:00,35.41,32.85,73.88,10.01,9.22,243.98,7.0,Station1,2025-08-03,18,250.98,97.21093314208304,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02244,SRV024,CL-6,2025-08-03 03:50:00,27.43,32.74,59.64,20.42,16.58,608.26,8.0,Station1,2025-08-03,3,616.26,98.70184662317853,False,False,False,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02245,SRV094,CL-8,2025-08-03 07:43:00,68.4,45.095,66.19,22.36,8.48,590.98,6.15,Station1,2025-08-03,7,597.13,98.97007351832934,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02246,SRV065,CL-3,2025-08-03 12:27:00,22.79,69.74,7.85,12.48,14.68,994.89,6.87,Station1,2025-08-03,12,1001.76,99.3142069956876,False,False,False,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02247,SRV007,CL-9,2025-08-03 04:03:00,21.85,55.91,47.82,15.08,17.43,807.93,2.26,Station1,2025-08-03,4,810.1899999999999,99.72105308631308,False,False,False,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02248,SRV018,CL-9,2025-08-03 07:07:00,51.04,51.68,11.1,4.17,3.11,850.65,2.46,Station1,2025-08-03,7,853.11,99.71164328164012,False,False,False,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02249,SRV064,CL-8,2025-08-03 03:14:00,11.13,76.65,28.87,21.55,18.99,999.83,1.51,Station1,2025-08-03,3,1001.34,99.84920206922723,False,False,False,host-064,10.0.143.2,Windows,Mumbai,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02250,SRV100,CL-2,2025-08-03 00:08:00,26.87,22.6,22.78,10.55,19.7,207.47,2.07,Station1,2025-08-03,0,209.54,99.0121217905889,False,False,False,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02251,SRV091,CL-2,2025-08-03 14:49:00,80.06,65.74,68.59,0.96,1.3,737.11,6.38,Station1,2025-08-03,14,743.49,99.14188489421512,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02252,SRV079,CL-3,2025-08-03 06:38:00,42.63,52.8,14.47,1.56,22.44,553.77,4.8,Station1,2025-08-03,6,558.5699999999999,99.1406627638434,False,False,False,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02253,SRV043,CL-8,2025-08-03 09:35:00,26.91,32.95,36.83,18.1,20.48,231.46,3.88,Station1,2025-08-03,9,235.34,98.351321492309,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02254,SRV064,CL-8,2025-08-03 06:34:00,59.39,74.43,46.83,20.98,13.11,995.19,8.01,Station1,2025-08-03,6,1003.2,99.20155502392345,False,False,False,host-064,10.0.143.2,Windows,Mumbai,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02255,SRV037,CL-9,2025-08-03 20:08:00,90.66,56.54,60.73,27.17,21.8,166.81,1.13,Station1,2025-08-03,20,167.94,99.32714064546863,True,False,False,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02256,SRV004,CL-6,2025-08-03 06:26:00,34.27,36.76,9.95,23.2,14.34,579.39,5.46,Station1,2025-08-03,6,584.85,99.06642728904846,False,False,False,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02257,SRV094,CL-8,2025-08-03 08:22:00,35.55,35.65,48.55,28.71,5.92,206.45,0.2,Station1,2025-08-03,8,206.64999999999998,99.90321800145173,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02258,SRV007,CL-9,2025-08-03 14:29:00,20.0,55.91,61.09,11.08,17.35,418.34,5.12,Station1,2025-08-03,14,423.46,98.79091295517877,False,False,False,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02259,SRV076,CL-3,2025-08-03 07:04:00,24.16,69.03,41.7,29.16,15.03,911.15,0.55,Station1,2025-08-03,7,911.6999999999999,99.93967313809368,False,False,False,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02260,SRV037,CL-9,2025-08-03 01:58:00,44.5,62.4,78.09,21.72,9.91,291.52,4.36,Station1,2025-08-03,1,295.88,98.52642963363525,False,False,False,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02261,SRV086,CL-4,2025-08-03 09:50:00,79.34,42.29,48.25,24.85,23.16,837.57,9.83,Station1,2025-08-03,9,847.4000000000001,98.83998111871607,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02262,SRV007,CL-9,2025-08-03 03:36:00,20.81,87.86,29.71,1.24,20.91,439.43,7.49,Station1,2025-08-03,3,446.92,98.32408484739999,False,True,False,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02263,SRV021,CL-10,2025-08-03 13:53:00,71.31,23.94,9.81,7.8,13.35,435.86,3.54,Station1,2025-08-03,13,439.40000000000003,99.19435593991807,False,False,False,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02264,SRV078,CL-1,2025-08-03 18:23:00,54.65,65.95,47.1,8.25,12.02,488.35,3.21,Station1,2025-08-03,18,491.56,99.34697697127513,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02265,SRV075,CL-8,2025-08-03 04:46:00,39.2,51.7,73.77,11.77,11.13,245.01,6.36,Station1,2025-08-03,4,251.37,97.46986513903806,False,False,False,host-075,10.0.30.202,Linux,Mumbai,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02266,SRV024,CL-6,2025-08-03 11:28:00,65.9,63.84,59.03,3.05,20.9,846.02,0.52,Station1,2025-08-03,11,846.54,99.93857348737212,False,False,False,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02267,SRV012,CL-3,2025-08-03 01:17:00,70.2,84.35,49.6,20.83,7.4,710.12,6.53,Station1,2025-08-03,1,716.65,99.08881601897718,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02268,SRV074,CL-3,2025-08-03 19:29:00,28.44,45.68,5.53,21.8,15.71,858.6,3.1,Station1,2025-08-03,19,861.7,99.64024602529882,False,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02269,SRV044,CL-3,2025-08-03 07:35:00,50.53,87.65,40.870000000000005,28.15,2.78,148.29,9.62,Station1,2025-08-03,7,157.91,93.90792223418403,False,True,False,host-044,10.0.150.96,Windows,Frankfurt,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02270,SRV077,CL-1,2025-08-03 03:38:00,11.1,72.08,5.54,1.37,22.89,109.45,1.96,Station1,2025-08-03,3,111.41,98.24073242976394,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02271,SRV034,CL-6,2025-08-03 03:04:00,32.68,83.53,32.6,3.4,3.41,336.64,5.08,Station1,2025-08-03,3,341.71999999999997,98.51340278590659,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02272,SRV029,CL-2,2025-08-03 22:49:00,28.62,54.05,28.87,5.78,1.91,470.56,8.39,Station1,2025-08-03,22,478.95,98.24825138323416,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02273,SRV042,CL-8,2025-08-03 14:25:00,20.73,39.12,55.96,5.08,24.69,138.92,4.27,Station1,2025-08-03,14,143.19,97.01794818073887,False,False,False,host-042,10.0.67.27,Windows,London,Fiona,CL-8,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02274,SRV013,CL-2,2025-08-03 04:18:00,58.8,79.51,64.53,4.83,12.61,558.89,7.34,Station1,2025-08-03,4,566.23,98.70370697419776,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02275,SRV037,CL-9,2025-08-03 23:22:00,89.77,56.54,46.79,22.68,1.1,748.39,3.22,Station1,2025-08-03,23,751.61,99.57158632801585,True,False,False,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02276,SRV018,CL-9,2025-08-03 11:57:00,51.92,51.11,75.26,5.64,19.4,990.73,8.72,Station1,2025-08-03,11,999.45,99.12752013607485,False,False,False,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02277,SRV018,CL-9,2025-08-03 23:21:00,66.44,28.7,62.48,17.78,15.68,115.32,1.43,Station1,2025-08-03,23,116.75,98.77516059957173,False,False,False,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02278,SRV027,CL-7,2025-08-03 01:09:00,75.38,57.02,40.91,12.38,22.45,326.85,5.19,Station1,2025-08-03,1,332.04,98.43693530899891,False,False,False,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02279,SRV070,CL-1,2025-08-03 09:37:00,14.07,64.36,67.42,2.09,16.65,730.39,6.43,Station1,2025-08-03,9,736.8199999999999,99.12733096278603,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02280,SRV065,CL-3,2025-08-03 00:23:00,83.15,24.36,60.0,14.94,23.82,403.22,5.46,Station1,2025-08-03,0,408.68,98.66399138690419,False,False,False,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02281,SRV029,CL-2,2025-08-03 01:05:00,28.51,78.53,74.88,13.06,12.32,981.57,4.38,Station1,2025-08-03,1,985.95,99.55575840559867,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02282,SRV027,CL-7,2025-08-03 20:03:00,33.07,48.53,45.96,10.46,2.68,439.32,6.28,Station1,2025-08-03,20,445.59999999999997,98.59066427289049,False,False,False,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02283,SRV097,CL-3,2025-08-03 23:31:00,85.69,66.4,17.0,11.22,8.38,633.98,8.86,Station1,2025-08-03,23,642.84,98.6217410242051,True,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02284,SRV079,CL-3,2025-08-03 17:06:00,13.33,38.42,63.05,26.75,8.66,612.43,8.02,Station1,2025-08-03,17,620.4499999999999,98.70738979772746,False,False,False,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02285,SRV078,CL-1,2025-08-03 05:57:00,58.92,66.81,60.31,20.86,9.41,923.16,9.8,Station1,2025-08-03,5,932.9599999999999,98.94957983193278,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02286,SRV012,CL-3,2025-08-03 10:54:00,66.18,58.254999999999995,44.59,25.72,12.31,731.83,4.33,Station1,2025-08-03,10,736.1600000000001,99.41181264942404,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02287,SRV006,CL-4,2025-08-03 12:08:00,66.2,85.05,29.22,29.64,13.5,553.64,9.09,Station1,2025-08-03,12,562.73,98.38466049437564,False,True,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02288,SRV038,CL-2,2025-08-03 22:01:00,24.74,77.03,27.56,15.81,19.11,938.0,3.6,Station1,2025-08-03,22,941.6,99.6176720475786,False,False,False,host-038,10.0.38.116,Linux,London,Bob,CL-2,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02289,SRV034,CL-6,2025-08-03 09:02:00,10.97,33.31,40.75,29.96,24.75,738.4,6.92,Station1,2025-08-03,9,745.3199999999999,99.07153974131917,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02290,SRV079,CL-3,2025-08-03 04:07:00,58.6,52.75,54.65,9.33,7.31,796.63,1.18,Station1,2025-08-03,4,797.81,99.85209511036463,False,False,False,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02291,SRV021,CL-10,2025-08-03 04:53:00,78.45,76.76,13.57,19.94,15.15,391.09,1.78,Station1,2025-08-03,4,392.86999999999995,99.54692391885357,False,False,False,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02292,SRV094,CL-8,2025-08-03 07:10:00,38.41,58.0,48.51,14.96,14.29,885.05,7.61,Station1,2025-08-03,7,892.66,99.14749176618197,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02293,SRV036,CL-9,2025-08-03 05:58:00,84.43,76.11,24.67,6.81,9.11,389.03,6.37,Station1,2025-08-03,5,395.4,98.3889731917046,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02294,SRV091,CL-2,2025-08-03 07:42:00,84.04,68.31,56.64,5.54,4.39,777.51,7.27,Station1,2025-08-03,7,784.78,99.07362572950382,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02295,SRV085,CL-3,2025-08-03 22:57:00,52.37,73.6,75.98,2.89,7.5,986.33,7.13,Station1,2025-08-03,22,993.46,99.28230628309142,False,False,False,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02296,SRV036,CL-9,2025-08-03 20:55:00,15.66,64.96,41.97,10.4,2.74,696.19,3.74,Station1,2025-08-03,20,699.9300000000001,99.46566085179947,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02297,SRV012,CL-3,2025-08-03 05:20:00,45.94,22.0,74.44,3.92,21.41,824.33,2.74,Station1,2025-08-03,5,827.07,99.66871002454447,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02298,SRV021,CL-10,2025-08-03 14:15:00,63.64,49.35,74.53,27.23,23.96,800.11,4.58,Station1,2025-08-03,14,804.69,99.43083671973058,False,False,False,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02299,SRV051,CL-6,2025-08-03 03:22:00,89.33,70.78,55.53,20.75,7.81,276.14,2.24,Station1,2025-08-03,3,278.38,99.19534449313888,True,False,False,host-051,10.0.0.182,Windows,New York,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
